Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3Code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
11065,Medium,Türkiye,,792,TUR,TR,792.0,Country/Area,922,2022.0,85091.633,85341.241,42762.429,42578.812,110.89,100.431,31.323,800.803,9.367,499.216,0.585,118.487,1236.9,47.957,14.468,1.882,0.906,29.108,105.1,436.097,241.628,194.469,5.101,78.475,75.38,81.495,64.241,61.164,67.235,17.759,15.619,19.503,7.769,6.232,8.723,9.559,7.722,1228.626,11.309,9.09,21.294,25.569,16.815,85.337,114.754,54.235,28.65,38.42,18.497,76.275,105.386,45.536,-301.586,-3.528
11144,Medium,United Arab Emirates,,784,ARE,AE,784.0,Country/Area,922,2022.0,9403.261,9441.129,6547.744,2893.385,132.929,226.301,33.344,75.734,8.023,75.735,0.802,86.427,93.343,0.463,9.888,1.443,0.699,31.421,104.6,17.609,11.993,5.616,1.865,79.196,77.72,81.412,64.752,63.33,66.912,17.617,16.377,19.094,7.571,6.855,8.209,0.486,5.178,92.927,0.588,6.232,15.936,18.437,11.457,68.955,75.767,51.857,21.875,24.273,16.131,62.275,68.333,45.925,0,0
11460,Medium,Belarus,,112,BLR,BY,112.0,Country/Area,923,2022.0,9549.898,9534.954,4390.266,5144.689,46.991,85.336,40.426,-60.206,-6.325,-29.887,-0.313,...,87.252,2.656,9.165,1.495,0.722,28.712,105.8,147.458,75.308,72.15,15.49,73.246,68.09,78.384,58.477,53.334,63.594,14.527,11.335,16.911,6.881,5.211,7.58,0.163,1.868,87.113,0.225,2.552,24.442,36.535,12.525,159.448,242.42,78.69,63.157,98.599,28.755,156.699,239.585,76.135,30.308,3.184
11539,Medium,Bulgaria,,100,BGR,BG,100.0,Country/Area,923,2022.0,6833.621,6781.953,3288.787,3493.166,62.566,94.149,44.685,-98.534,-14.525,-103.336,-1.524,...,56.663,5.872,8.352,1.59,0.761,27.83,106,155.197,77.568,77.629,22.877,71.528,68.278,75.08,57.077,53.809,60.645,13.564,11.665,15.218,5.97,5.486,6.252,0.299,5.262,56.406,0.364,6.331,34.01,42.797,24.519,179.374,233.907,119.646,68.208,90.437,44.027,172.85,227.728,112.757,-4.8,-0.708
11776,Medium,Poland,,616,POL,PL,616.0,Country/Area,923,2022.0,38236.684,39857.145,19295.674,20561.471,130.17,93.844,40.292,-125.463,-3.287,3240.923,8.136,8.52,353.84,8.209,9.27,1.461,0.703,29.722,106,479.303,247.042,232.261,12.557,76.996,73.233,80.796,62.356,58.59,66.156,16.987,14.553,19.028,8.094,6.987,8.714,1.201,3.38,352.814,1.404,3.924,21.955,30.504,13.042,111.201,156.206,64.376,44.27,64.328,23.378,106.928,151.962,60.098,3366.387,88.193
11855,Medium,Republic of Moldova,14,498,MDA,MD,498.0,Country/Area,923,2022.0,3048.343,3272.996,1558.293,1714.703,99.538,90.878,35.156,-13.566,-4.461,449.306,13.749,5.041,36.943,2.299,12.148,1.8,0.857,27.995,106.3,50.509,26.829,23.68,16.609,68.621,64.217,73.32,54.739,50.399,59.35,11.986,9.656,13.852,5.269,4.019,5.901,0.461,12.416,36.541,0.545,14.539,42.599,58.347,26.192,224.537,317.651,129.487,80.5,120.849,39.54,211.616,304.748,117.038,462.866,152.203
11934,Medium,Romania,,642,ROU,RO,642.0,Country/Area,923,2022.0,19262.773,19659.267,9509.484,10149.782,85.447,93.692,41.515,-123.823,-6.449,792.987,4.034,17.183,191.763,17.963,9.988,1.744,0.84,28.235,105.5,315.586,160.143,155.443,16.437,74.117,70.724,77.619,59.678,56.293,63.169,14.553,12.397,16.378,6.787,6.028,7.22,1.043,5.426,190.867,1.291,6.649,21.534,27.246,15.512,131.336,179.952,80.25,41.192,57.106,24.498,124.588,173.164,73.597,916.813,47.752
12013,Medium,Russian Federation,,643,RUS,RU,643.0,Country/Area,923,2022.0,144732.516,144713.314,67208.441,77504.873,8.837,86.715,38.951,-980.855,-6.8,-38.404,-0.027,...,1375.808,52.977,9.539,1.505,0.721,28.807,105.7,2356.663,1196.168,1160.496,16.339,70.116,64.689,75.702,55.584,50.188,61.122,14.222,11.422,16.165,6.597,5.571,7.001,5.529,4.007,1371.074,7.39,5.244,57.283,83.186,30.316,231.114,333.36,125.999,115.306,171.359,57.942,225.756,327.951,120.966,942.445,6.534
12092,Medium,Slovakia,,703,SVK,SK,703.0,Country/Area,923,2022.0,5439.435,5643.453,2757.541,2885.912,115.095,95.552,40.059,-16.969,-3.125,408.036,7.233,9.583,53.357,3.451,9.825,1.574,0.758,28.852,105.4,70.326,36.109,34.217,12.95,75.33,71.929,78.813,60.837,57.455,64.296,15.754,13.629,17.531,7.07,6.286,7.487,0.25,4.676,53.142,0.309,5.709,24.296,31.688,16.49,125.331,169.661,78.544,45.641,63.181,26.93,119.258,163.407,72.714,425.001,78.261
12329,Medium,Denmark,16,208,DNK,DK,208.0,Country/Area,924,2022.0,5867.977,5882.261,2926.508,2955.754,138.752,99.011,41.291,8.568,1.459,28.569,0.486,...,64.107,0.304,10.917,1.719,0.831,31.456,105.7,55.539,28.473,27.066,9.458,81.882,79.958,83.802,67.188,65.291,69.076,20.039,18.662,21.322,9.177,8.289,9.868,0.188,2.933,63.946,0.212,3.312,11.952,15.036,8.724,61.209,75.433,46.582,20.391,26.147,14.491,57.629,71.492,43.397,19.999,3.406
12408,Medium,Estonia,,233,EST,EE,233.0,Country/Area,924,2022.0,1327.6,1326.062,629.571,696.491,30.508,90.392,41.63,-2.084,-1.572,-3.076,-0.232,...,13.422,0.27,10.118,1.676,0.808,30.665,106.1,15.506,7.141,8.365,11.69,79.155,74.983,82.987,64.388,60.24,68.188,19.008,16.343,20.835,9.349,8.247,9.818,0.024,1.781,13.402,0.032,2.316,20.573,29.479,10.828,102.808,148.237,55.27,41.778,61.236,20.601,100.061,145.194,52.887,-1,-0.754
12566,Medium,Finland,18,246,FIN,FI,246.0,Country/Area,924,2022.0,5538.263,5540.745,2737.805,2802.941,18.324,97.676,42.561,-9.035,-1.633,4.965,0.09,...,47.136,0.611,8.518,1.397,0.676,31.108,105.2,56.171,28.064,28.107,10.151,82.351,79.792,84.886,67.556,65,70.087,20.657,18.926,22.191,9.497,8.531,10.161,0.077,1.628,47.07,0.095,2.015,15.813,21.214,10.042,64.232,84.936,42.438,27.105,36.907,16.63,61.823,82.474,40.09,13.999,2.53
12724,Medium,Iceland,,352,ISL,IS,352.0,Country/Area,924,2022.0,371.672,372.899,191.134,181.764,3.72,105.155,36.154,2.06,5.528,2.453,0.658,105.342,4.568,0.057,12.256,1.725,0.833,30.804,106.1,2.508,1.291,1.216,6.728,82.815,81.382,84.288,68.012,66.609,69.451,20.447,19.509,21.351,9.163,8.507,9.72,0.006,1.416,4.562,0.009,1.898,11.791,15.38,7.833,52.021,63.591,39.712,20.557,25.73,14.829,49.689,60.873,37.797,0.38,1.019
12803,Medium,Ireland,,372,IRL,IE,372.0,Country/Area,924,2022.0,5005.888,5023.109,2489.49,2533.619,73.473,98.258,37.953,24.44,4.871,34.441,0.686,101.042,57.561,0.949,11.472,1.763,0.852,32.2,105.5,33.121,17.033,16.088,6.601,82.716,81.017,84.412,67.984,66.296,69.668,20.511,19.325,21.651,9.238,8.513,9.837,0.142,2.451,57.44,0.164,2.831,13.255,17.353,9.168,54.155,66.836,41.55,21.674,28.453,14.987,51.021,63.549,38.584,9.999,1.993
13040,Medium,Latvia,,428,LVA,LV,428.0,Country/Area,924,2022.0,1860.978,1850.651,858.419,992.231,29.74,86.514,43.758,-12.182,-6.567,-20.654,-1.116,...,16.531,0.479,8.912,1.585,0.76,30.065,106.5,28.713,13.04,15.674,15.479,75.927,71.49,80.088,61.295,56.859,65.448,17.218,14.569,19.019,8.327,7.376,8.716,0.047,2.849,16.491,0.062,3.687,29.939,41.983,16.882,143.466,204.135,82.036,60.758,88.383,31.775,139.132,199.823,77.743,-8.466,-4.564
13119,Medium,Lithuania,,440,LTU,LT,440.0,Country/Area,924,2022.0,2768.668,2750.055,1291.659,1458.396,43.916,88.567,43.828,-22.04,-7.992,-37.226,-1.354,...,26.206,0.598,9.504,1.622,0.783,30.309,105.2,48.246,23.247,24.999,17.496,74.293,69.492,79.13,59.611,54.817,64.434,16.099,13.141,18.277,7.634,6.512,8.151,0.074,2.808,26.143,0.088,3.311,33.967,47.721,18.391,161.382,230.716,88.704,71.98,103.78,37.05,157.653,226.958,85.072,-15.192,-5.509
13198,Medium,Norway,20,578,NOR,NO,578.0,Country/Area,924,2022.0,5414.319,5434.319,2742.094,2692.225,17.863,101.852,39.575,11.999,2.213,40,0.736,94.178,53.988,0.342,9.96,1.507,0.727,31.292,106.2,41.989,20.946,21.043,7.747,83.393,81.718,85.055,68.611,66.949,70.258,21.004,19.769,22.148,9.597,8.746,10.258,0.1,1.856,53.902,0.119,2.191,12.288,16.01,8.344,49.277,59.619,38.286,19.531,25.022,13.704,46.724,56.888,35.925,27.998,5.165
13514,Medium,Albania,,8,ALB,AL,8.0,Country/Area,925,2022.0,2847.853,2842.321,1417.813,1424.507,103.742,99.53,37.581,-3.068,-1.078,-11.064,-0.389,...,28.795,1.275,10.116,1.376,0.654,28.971,107.2,31.863,18.601,13.261,11.194,76.833,74.502,79.472,62.675,60.352,65.304,16.501,15.098,18.094,7.001,6.204,7.854,0.235,8.186,28.591,0.262,9.157,27.544,32.086,22.709,99.317,128.238,70.424,39.528,51.066,27.794,89.15,118.03,60.363,-8,-2.81
13672,Medium,Bosnia and Herzegovina,,70,BIH,BA,70.0,Country/Area,925,2022.0,3246.045,3233.526,1591.814,1641.713,63.159,96.961,42.045,-24.534,-7.587,-25.037,-0.774,...,26.764,0.766,8.278,1.346,0.646,29.192,106.8,51.298,26.354,24.944,15.865,75.293,73.126,77.498,60.749,58.613,62.915,14.214,12.744,15.556,6.026,5.503,6.411,0.131,4.871,26.652,0.152,5.574,12.748,14.968,10.405,90.244,114.724,65.108,22.585,27.978,17.008,84.646,108.709,59.991,-0.5,-0.155
13751,Medium,Croatia,,191,HRV,HR,191.0,Country/Area,925,2022.0,4041.171,4030.358,1963.04,2067.318,72.105,94.956,43.951,-19.618,-4.867,-21.627,-0.537,...,33.924,0.78,8.415,1.445,0.697,30.581,106,53.542,25.755,27.787,13.282,79.236,76.415,82,64.587,61.796,67.317,17.821,15.986,19.376,7.967,7.301,8.358,0.104,3.044,33.836,0.135,3.922,12.136,15.439,8.58,74.824,103.122,45.757,22.636,30.825,13.924,70.614,98.538,41.98,-2,-0.496
13909,Medium,Greece,,300,GRC,GR,300.0,Country/Area,925,2022.0,10409.612,10384.971,5082.397,5302.574,79.384,95.848,45.101,-54.288,-5.229,-49.282,-0.475,...,77.141,2.178,7.431,1.373,0.661,31.644,106.4,131.429,74.401,57.029,12.66,80.614,78.022,83.317,65.969,63.4,68.645,19.269,17.756,20.806,8.862,8.027,9.711,0.261,3.367,76.918,0.305,3.89,15.077,20.102,9.812,74.051,101.88,47.103,26.423,36.931,15.794,69.871,97.409,43.269,5,0.482
14067,Medium,Italy,,380,ITA,IT,380.0,Country/Area,925,2022.0,59119.4,59037.474,28788.875,30248.599,199.468,95.174,47.265,-222.349,-3.768,-163.852,-0.278,...,407.303,5.378,6.903,1.29,0.623,32.017,105.9,629.652,301.063,328.589,10.671,84.057,81.974,86,69.316,67.244,71.245,21.6,20.012,22.976,9.947,8.987,10.631,0.871,2.136,406.559,1.048,2.557,10.669,13.493,7.684,47.541,59.444,35.602,17.688,22.661,12.566,44.523,56.249,32.778,58.496,0.991
14225,Medium,Malta,,470,MLT,MT,470.0,Country/Area,925,2022.0,532.375,533.286,278.002,255.284,1692.971,108.899,39.293,0.974,1.828,1.822,0.342,...,4.857,0.119,9.115,1.199,0.576,30.751,106.7,3.883,2.026,1.857,7.287,83.704,81.644,85.703,69.237,67.175,71.236,21.356,19.616,22.914,10.179,8.79,11.205,0.026,5.341,4.835,0.029,5.959,10.929,12.267,9.336,44.45,53.791,33.884,12.515,15.387,9.082,38.292,47.57,27.791,0.85,1.595
14304,Medium,Montenegro,,499,MNE,ME,499.0,Country/Area,925,2022.0,627.512,627.082,305.349,321.733,45.401,94.907,38.437,-0.382,-0.609,-0.859,-0.137,...,6.859,0.178,10.934,1.677,0.805,30.095,107.1,7.241,3.863,3.378,11.543,76.845,73.48,80.262,62.037,58.687,65.436,16.212,13.773,18.405,7.41,5.795,8.457,0.008,1.204,6.852,0.013,1.846,14,17.655,10.173,100.197,134.131,66.853,31.855,41.841,22,97.829,131.554,64.744,-0.48,-0.765
14383,Medium,North Macedonia,,807,MKD,MK,807.0,Country/Area,925,2022.0,2098.541,2093.599,1043.525,1050.073,84.036,99.376,38.544,-8.897,-4.248,-9.885,-0.472,...,19.992,0.93,9.547,1.374,0.655,28.831,107.7,28.889,15.087,13.801,13.795,73.888,71.733,76.16,59.434,57.32,61.658,13.337,11.915,14.692,5.222,4.524,5.724,0.099,4.935,19.907,0.136,6.723,17.334,19.813,14.697,107.823,134.748,79.946,30.643,37.417,23.515,101.084,127.5,73.811,-1,-0.478
14462,Medium,Portugal,,620,PRT,PT,620.0,Country/Area,925,2022.0,10282.222,10270.865,4846.168,5424.697,111.658,89.335,45.369,-32.711,-3.187,-22.714,-0.221,...,80.033,1.829,7.796,1.366,0.661,31.501,105.5,112.744,55.307,57.437,10.983,82.24,79.308,84.93,67.526,64.61,70.195,20.663,18.777,22.224,9.332,8.34,9.988,0.193,2.408,79.868,0.238,2.93,13.156,16.972,9.346,68.929,96.454,43.455,25.722,35.286,16.705,65.596,92.907,40.38,9.999,0.974
14620,Medium,Serbia,24,688,SRB,RS,688.0,Country/Area,925,2022.0,7261.591,7221.365,3461.266,3760.099,94.107,92.053,43.014,-70.446,-9.749,-80.451,-1.114,...,66.557,2.482,9.211,1.529,0.732,29.613,106.9,137.003,67.145,69.858,18.96,74.137,71.276,76.975,59.606,56.767,62.417,13.785,11.924,15.347,6.003,5.066,6.59,0.295,4.42,66.304,0.384,5.711,17.47,21.542,13.2,113.204,151.382,74.584,34.943,47.761,21.708,107.462,145.39,69.17,-9.999,-1.384
14778,Medium,Spain,25,724,ESP,ES,724.0,Country/Area,925,2022.0,47576.21,47558.63,23309.062,24249.568,94.672,96.122,44.322,-75.154,-1.58,-35.161,-0.074,...,356.359,7.721,7.497,1.286,0.62,32.13,106.3,431.513,218.185,213.328,9.077,83.912,81.2,86.549,69.178,66.488,71.789,21.737,19.713,23.552,10.123,9.032,10.906,0.778,2.177,355.696,0.946,2.639,10.321,13.17,7.387,53.73,70.854,36.379,18.003,23.52,12.366,50.637,67.462,33.62,39.998,0.841
14936,Medium,Austria,,40,AUT,AT,40.0,Country/Area,926,2022.0,8929.716,8939.617,4401.207,4538.41,108.334,96.977,42.935,-0.191,-0.022,19.802,0.222,...,84.394,1.103,9.451,1.474,0.713,31.029,105.5,84.585,41.609,42.976,9.473,82.412,80.15,84.6,67.704,65.463,69.867,20.512,18.916,21.915,9.424,8.618,9.991,0.211,2.495,84.214,0.256,3.026,13.224,17.051,9.206,59.34,75.885,42.38,21.913,28.592,15.051,55.917,72.169,39.282,19.999,2.24
15094,Medium,France,26,250,FRA,FR,250.0,Country/Area,926,2022.0,64560.542,64626.628,31230.994,33395.635,117.209,93.518,41.795,65.574,1.015,132.172,0.205,...,672.88,18.066,10.416,1.788,0.866,30.624,104.9,607.306,298.749,308.556,9.401,83.229,80.356,85.967,68.606,65.748,71.323,22.004,20.027,23.704,10.569,9.383,11.383,2.212,3.298,670.978,2.625,3.914,16.112,21.204,11.068,71.682,93.913,49.663,27.522,37.02,18.161,67.383,89.371,45.643,66.601,1.031
15173,Medium,Germany,,276,DEU,DE,276.0,Country/Area,926,2022.0,83426.789,83369.843,41136.302,42233.541,239.184,97.402,44.848,-268.471,-3.223,-113.892,-0.137,...,761.194,13.223,9.139,1.533,0.74,31.228,105.6,1029.665,519.305,510.36,12.362,80.989,78.512,83.487,66.328,63.87,68.805,19.629,17.88,21.237,9.088,8.147,9.78,2.257,2.961,759.263,2.699,3.523,14.703,18.347,10.794,71.682,91.429,51.172,25.375,32.911,17.515,67.678,87.167,47.456,154.592,1.856
15805,Medium,Anguilla,19,660,AIA,AI,660.0,Country/Area,915,2022.0,15.831,15.857,7.76,8.097,180.193,95.838,37.334,0.047,2.98,0.052,0.328,...,0.15,0.013,9.447,1.278,0.621,28.259,103.6,0.103,0.064,0.038,6.467,77.442,74.136,81.156,63.1,59.84,66.763,17.215,15.465,19.18,7.662,6.907,8.364,0.001,6.082,0.149,0.001,7.267,26.169,38.062,14.638,101.4,144.188,58.08,39.533,60.197,19.158,93.549,135.779,50.892,0,0
15884,Medium,Antigua and Barbuda,,28,ATG,AG,28.0,Country/Area,915,2022.0,93.488,93.763,44.782,48.981,213.098,91.427,35.089,0.553,5.89,0.55,0.587,118.083,1.124,0.101,11.984,1.58,0.769,28.052,103.2,0.571,0.293,0.278,6.094,79.236,76.507,81.645,64.814,62.117,67.183,18.7,16.832,20.192,8.964,7.737,9.756,0.006,4.953,1.119,0.007,6.128,22.347,28.476,16.264,88.414,112.229,67.036,31.548,41.618,22.002,81.565,104.913,60.727,0,0
16042,Medium,Bahamas,,44,BHS,BS,44.0,Country/Area,915,2022.0,408.647,409.984,195.817,214.167,76.518,91.432,32.791,1.671,4.081,2.674,0.652,106.311,4.659,0.417,11.379,1.38,0.665,28.545,102.8,2.988,1.654,1.334,7.298,74.358,70.757,77.843,60.407,56.859,63.825,17.75,15.91,19.285,8.785,7.626,9.558,0.047,10.109,4.618,0.055,11.901,59.144,78.507,40.569,181.028,231.923,132.191,89.912,119.958,61.462,169.131,219.573,120.957,1,2.442
16121,Medium,Barbados,,52,BRB,BB,52.0,Country/Area,915,2022.0,281.44,281.635,135.084,146.55,654.965,92.176,39.207,0.47,1.669,0.39,0.138,...,3.037,0.373,10.783,1.634,0.788,27.896,103.5,2.567,1.273,1.294,9.114,77.706,75.677,79.581,63.73,61.794,65.497,18.077,16.876,19.083,7.148,6.741,7.427,0.032,10.405,3.009,0.035,11.497,37.615,44.393,30.818,112.475,133.701,92.499,50.215,59.336,41.459,100.496,120.529,81.857,-0.08,-0.284
16437,Medium,Cuba,,192,CUB,CU,192.0,Country/Area,915,2022.0,11220.585,11212.191,5562.694,5649.497,105.024,98.464,41.219,-10.792,-0.963,-16.788,-0.15,...,99.693,14.5,8.889,1.449,0.692,26.154,107.2,110.485,59.144,51.341,9.852,78.155,75.793,80.565,63.675,61.356,66.034,18.192,16.757,19.529,8.878,8.141,9.474,0.401,4.017,99.349,0.507,5.001,25.081,31.018,18.747,104.797,131.835,77.352,41.034,52.442,29.132,98.579,125.079,71.766,-6,-0.535
16595,Medium,Dominica,,212,DMA,DM,212.0,Country/Area,915,2022.0,72.6,72.737,36.161,36.577,96.983,98.864,31.947,0.317,4.357,0.275,0.378,...,0.966,0.105,13.278,1.588,0.764,28.159,103.6,0.649,0.369,0.28,8.921,72.981,69.875,76.451,59.173,56.402,62.269,14.881,12.953,16.825,6.539,5.515,7.278,0.011,11.42,0.956,0.013,13.571,45.231,57.873,32.383,154.923,191.477,115.861,62.403,75.77,48.781,140.666,173.268,106.065,-0.04,-0.55
16674,Medium,Dominican Republic,,214,DOM,DO,214.0,Country/Area,915,2022.0,11175.767,11228.821,5634.261,5594.56,232.428,100.71,27.426,135.404,12.043,106.108,0.945,73.349,203.625,30.062,18.111,2.247,1.06,26.861,104.4,68.221,39.171,29.05,6.068,74.17,71.044,77.536,61.583,58.612,64.769,17.944,16.439,19.408,9.06,8.346,9.611,4.963,24.351,199.209,6.168,30.19,70.321,88.314,51.498,169.282,211.277,124.734,75.641,100.136,49.95,141.88,182.338,99.21,-29.294,-2.606
16753,Medium,Grenada,,308,GRD,GD,308.0,Country/Area,915,2022.0,125.053,125.438,62.721,62.717,368.934,100.007,31.226,0.963,7.674,0.769,0.613,113.075,1.96,0.139,15.616,1.986,0.953,29.056,104,0.997,0.54,0.457,7.942,75.335,72.588,78.298,61.579,58.89,64.473,17.111,15.365,18.789,8.069,7.091,8.753,0.024,12.287,1.939,0.03,15.038,36.424,42.313,30.393,140.529,173.6,105.379,50.776,63.041,37.904,126.072,158.459,91.726,-0.2,-1.593
16990,Medium,Jamaica,,388,JAM,JM,388.0,Country/Area,915,2022.0,2828.991,2827.377,1402.379,1424.998,261.069,98.413,31.296,7.773,2.744,-3.228,-0.114,...,32.663,3.587,11.531,1.34,0.643,27.932,103.9,24.89,13.193,11.697,8.787,70.629,68.532,72.737,56.738,54.754,58.718,13.331,12.433,14.13,5.554,5.34,5.726,0.369,11.279,32.341,0.444,13.5,48.787,61.412,35.584,189.572,225.912,153.383,77.551,95.906,58.553,176.485,211.684,141.668,-10.999,-3.883
17148,Medium,Montserrat,19,500,MSR,MS,500.0,Country/Area,915,2022.0,4.389,4.39,2.317,2.074,42.621,111.719,43.404,-0.01,-2.188,0.002,0.046,...,0.04,0.008,9.071,1.565,0.75,27.479,104.3,0.05,0.03,0.02,11.259,75.849,74.52,77.541,61.913,60.388,63.824,16.105,15.328,17.148,6.97,6.704,7.303,0,10.321,0.04,0,12.289,32.596,34.892,28.974,110.013,128.891,90.741,40.968,49.452,30.892,97.219,118.433,75.398,0,0
17385,Medium,Saint Kitts and Nevis,,659,KNA,KN,659.0,Country/Area,915,2022.0,47.609,47.657,23.011,24.646,183.298,93.364,34.436,0.083,1.745,0.097,0.204,...,0.563,0.06,11.823,1.512,0.724,27.658,103.7,0.48,0.273,0.207,10.078,72.027,68.682,75.666,57.981,54.442,61.842,14.692,13.03,16.396,6.592,5.939,7.059,0.004,7.825,0.559,0.006,10.236,51.328,66.276,37.478,179.871,237.995,121.134,79.528,111.647,48.59,168.518,229.033,107.04,0.02,0.42
17464,Medium,Saint Lucia,,662,LCA,LC,662.0,Country/Area,915,2022.0,179.752,179.857,88.948,90.909,291.976,97.843,33.501,0.209,1.165,0.211,0.117,...,2.035,0.225,11.316,1.387,0.668,28.016,103.1,1.826,1.023,0.803,10.151,71.294,68.005,74.887,57.533,54.341,61.014,13.758,12.05,15.402,5.737,5.019,6.25,0.024,11.934,2.014,0.03,14.565,50.106,66.138,33.474,175.955,228.605,121.098,72.07,97.36,45.97,161.17,212.896,107.522,0,0
17622,Medium,Saint Vincent and the Grenadines,,670,VCT,VC,670.0,Country/Area,915,2022.0,104.111,103.948,52.928,51.02,266.532,103.741,33.084,-0.133,-1.278,-0.327,-0.315,...,1.324,0.169,12.726,1.778,0.853,28.042,103.3,1.457,0.834,0.623,14.004,68.972,66.693,71.731,55.122,52.9,57.822,12.978,11.834,14.33,5.843,5.384,6.315,0.017,12.467,1.31,0.02,14.853,51.513,63.366,39.163,227.766,269.928,180.287,94.646,118.202,69.944,214.57,256.369,167.534,-0.2,-1.922
17859,Medium,Turks and Caicos Islands,19,796,TCA,TC,796.0,Country/Area,915,2022.0,45.529,45.703,23.006,22.697,48.108,101.364,37.71,0.148,3.23,0.347,0.759,91.324,0.56,0.022,12.27,1.658,0.794,30.714,104.9,0.412,0.231,0.181,9.04,74.925,72.165,77.986,61.103,58.601,63.88,15.584,13.908,17.298,6.702,5.908,7.392,0.006,11.389,0.554,0.008,13.639,34.33,44.797,23.777,120.963,151.238,88.037,43.139,54.245,31.155,106.792,133.891,77.332,0.2,4.386
18096,Medium,Belize,,84,BLZ,BZ,84.0,Country/Area,916,2022.0,402.647,405.272,203.747,201.525,17.767,101.102,25.557,4.661,11.51,5.251,1.296,53.484,7.193,1.083,17.763,1.989,0.947,27.191,105.2,2.532,1.549,0.984,6.253,70.962,67.721,74.685,57.008,53.825,60.662,15.302,14.093,16.684,7.082,6.346,7.854,0.072,10.075,7.13,0.087,12.042,68.513,93.433,42.622,216.953,274.201,155.916,101.634,140.048,61.895,204.997,261.877,144.538,0.6,1.481
18175,Medium,Costa Rica,,188,CRI,CR,188.0,Country/Area,916,2022.0,5167.063,5180.829,2590.709,2590.119,101.466,100.023,33.336,23.683,4.573,27.532,0.531,130.536,60.517,6.422,11.686,1.522,0.735,28.01,104.5,36.834,20.494,16.34,7.113,77.32,74.762,80.036,63.036,60.506,65.718,17.431,16.069,18.776,7.218,6.418,7.906,0.415,6.845,60.159,0.489,7.998,32.626,44.314,20.364,106.615,138.849,73.255,47.152,65.804,27.728,98.12,130.016,65.167,3.85,0.743
18254,Medium,El Salvador,,222,SLV,SV,222.0,Country/Area,916,2022.0,6323.795,6336.392,3016.535,3319.856,305.81,90.863,26.683,48.435,7.63,25.194,0.398,...,100.313,15.092,15.803,1.785,0.852,27.162,104.8,51.878,28.233,23.646,8.173,71.475,66.837,75.813,57.516,52.903,61.806,15.897,14.403,17.065,7.168,6.467,7.657,0.993,9.895,99.449,1.185,11.777,74.404,111.996,37.157,213.111,301.709,134.115,112.031,176.182,53.675,201.217,290.111,122.386,-23.249,-3.662
18412,Medium,Honduras,,340,HND,HN,340.0,Country/Area,916,2022.0,10354.955,10432.86,5267.354,5165.506,95.649,101.972,23.778,161.194,15.446,155.809,1.493,46.426,217.59,37.198,20.85,2.34,1.111,27.202,105.1,56.396,31.483,24.913,5.404,70.728,68.461,73.157,57.031,54.857,59.355,13.396,12.031,14.764,5.708,5.063,6.183,2.775,12.763,215.156,3.34,15.391,50.543,59.073,41.588,182.55,215.193,149.664,71.949,84.74,58.669,166.999,198.67,135.295,-5.374,-0.515
